sales_id,transaction_number,sales_date,store_id,store_city,customer_id,first_name,last_name,product_id,product_name,category_name,quantity,price,discount,sales
40872,BFBSPE3U7I0R4FNDFW7H,2018-03-19 01:13:23.68,4,Depok,93281,Anitra,Sullivan,233,Duck - Breast,Produce,24,56.6209,0.0,1358.9016
40873,8D8NK8K4DC05MT91TPQO,2018-04-16 01:49:06.97,2,Bogor,40068,Telly,Daugherty,252,Nantucket - Pomegranate Pear,Dairy,11,27.8169,0.0,305.9859
40874,2Y3ZDK6EC3W7N322546J,2018-01-08 23:08:25.47,6,Denpasar,95648,Amelia,Jefferson,296,Wine - Valpolicella Masi,Cereals,25,31.3545,0.0,783.8625
40875,U60MHLDBL7HTR6E5N7ND,2018-02-28 11:18:48.86,1,Jakarta,39565,Marjorie,Barron,166,Tray - 16in Rnd Blk,Beverages,11,23.2843,0.0,256.1273
40876,083YYQ7ZOKJ408S3DVYT,2018-04-06 07:18:45.58,6,Denpasar,55531,Susan,Miles,188,Cup - Translucent 7 Oz Clear,Grain,15,78.1768,0.0,1172.652
40877,RWEEWWNXIXI6ZTYWNJV5,2018-03-27 08:31:00.21,4,Depok,83637,Shelia,Navarro,281,"Bar Mix - Pina Colada, 355 Ml",Shell fish,22,33.0839,0.1,655.06122
40878,XMYORYL19BPJO9BOK2TJ,2018-03-23 02:32:04.04,4,Depok,29280,Fernando,Oliver,414,Sauerkraut,Meat,8,83.0585,0.0,664.468
40879,5N0Y1EU6QC3NPT9GP4Y1,2018-04-28 10:37:13.74,2,Bogor,24216,Yvonne,Ferguson,131,Anchovy Paste - 56 G Tube,Cereals,7,40.8967,0.0,286.2769
40880,8LTMAKM83G2LARZXQQJR,2018-02-20 12:14:38.12,5,Bandung,66251,Allan,Olson,279,Beef - Texas Style Burger,Confections,17,91.1828,0.1,1395.09684
40881,JZMVYF17UYUI6X16BQU7,2018-03-29 03:06:51.5,4,Depok,75119,Milton,Schwartz,312,Salmon - Sockeye Raw,Confections,20,84.0645,0.0,1681.29
40882,MW02E2AJYDF9ZPM7QC4K,2018-03-10 01:58:12.48,4,Depok,44655,Barbara,Ashley,80,Wasabi Powder,Shell fish,12,93.9752,0.0,1127.7024
40883,8H733UXQF0PKXW3LTJDR,2018-01-21 15:53:04.41,5,Bandung,21346,Andre,Cain,124,Macaroons - Two Bite Choc,Dairy,6,18.2891,0.0,109.7346
40884,VKF877FZKDPMXDETYA7D,2018-01-06 09:13:26.77,5,Bandung,85776,Willie,Kramer,265,"Mushroom - Porcini, Dry",Snails,22,13.9292,0.0,306.4424
40885,JCPP2SIMWSRTBDWRVWMH,2018-02-18 21:51:17.23,4,Depok,68770,Dennis,Watson,67,Wine - Sogrape Mateus Rose,Beverages,18,3.7805,0.1,61.2441
40886,UMZXZJORV95DWC8PI5FX,2018-02-24 01:52:43.6,2,Bogor,86523,Clarence,Turner,251,"Oranges - Navel, 72",Beverages,22,11.7087,0.0,257.5914
40887,NLYTM0I12ELW0PQQS29U,2018-01-06 04:45:06.05,5,Bandung,33066,Rosemary,Reeves,251,"Oranges - Navel, 72",Beverages,9,11.7087,0.0,105.3783
40888,1JLFF1O1CR7KF6104DI6,2018-02-26 02:59:07.43,4,Depok,2052,Summer,York,142,"Pork - Bacon, Double Smoked",Seafood,1,24.7809,0.0,24.7809
40889,SUKHVMHZQ252HM2DD7ZT,2018-02-10 18:51:01.22,2,Bogor,26604,Terrell,Rivers,424,Vinegar - Tarragon,Cereals,7,85.8828,0.0,601.1796
40890,PMEBLIOPOPQO59O1YJE6,2018-03-22 10:10:40.24,1,Jakarta,69547,Bruce,Keith,111,Scallops 60/80 Iqf,Produce,18,34.9061,0.0,628.3098
40891,MP1HXKZNQ5JCP2865A4T,2018-01-15 22:17:41.94,5,Bandung,58819,Maggie,Hartman,275,Corn Meal,Confections,15,50.146,0.1,676.971
40892,1CFECDDCENLMX3XCUNXP,2018-01-23 01:23:20.81,1,Jakarta,31469,Levi,Trujillo,103,Cream Of Tartar,Meat,8,72.7534,0.0,582.0272
40893,XJ7BF6GUS89DSKCM3L7L,2018-04-02 05:27:46.11,4,Depok,4272,Ericka,Aguilar,118,Garbag Bags - Black,Poultry,2,65.967,0.0,131.934
40894,BIXPSZATBM6384T72W6X,2018-02-24 11:37:17.99,4,Depok,47421,Leticia,Cooley,28,Sobe - Tropical Energy,Poultry,13,12.3153,0.0,160.0989
40895,MFB95IKQQ2Q4QM1AMN75,2018-02-21 15:31:12.23,3,Tangerang,66812,Charity,Herman,406,"Shrimp - Baby, Warm Water",Poultry,17,89.7999,0.1,1373.93847
40896,HL3AJGJE0O0OTP2MGMHP,2018-04-29 05:52:06.41,2,Bogor,21863,Shauna,Dawson,255,Kellogs All Bran Bars,Cereals,6,29.2287,0.0,175.3722
40897,KKGYIIRXG9ZRG4T8YL11,2018-05-03 17:51:23.65,1,Jakarta,49728,Traci,Snyder,268,Vanilla Beans,Poultry,13,97.8435,0.0,1271.9655
40898,QDPGWWYN51PFXX1NB1YS,2018-02-18 03:02:06.2,1,Jakarta,76628,Adrienne,Phillips,168,Milk - 2%,Seafood,20,70.7419,0.1,1273.3542
40899,KF1WDL9EH0FORU6QILLS,2018-02-24 09:51:40.45,5,Bandung,62234,Ruben,Mccoy,266,Clam Nectar,Meat,16,68.1097,0.2,871.80416
40900,A89BI6RLNK29U5XOJJBP,2018-01-23 06:46:01.04,6,Denpasar,21708,Roy,Chambers,88,Remy Red,Shell fish,6,91.996,0.0,551.976
40901,O0AR63UWTGDZ797RKUEH,2018-02-01 23:12:24.58,4,Depok,14803,Bridget,Werner,128,Coffee - Irish Cream,Shell fish,4,4.6797,0.0,18.7188
40902,UGDFWO82Y1A30M7ZKB3X,2018-03-14 02:13:05.59,4,Depok,93746,Alan,Wong,94,V8 - Berry Blend,Poultry,24,43.5109,0.0,1044.2616
40903,T3PANVQWZPW7GUJWBAEL,2018-04-18 02:23:58.91,2,Bogor,64739,Trenton,Brown,440,Pork - Inside,Confections,17,32.9092,0.0,559.4564
40904,UE2V7NZSZIBK40DN59SI,2018-03-24 15:20:06.21,2,Bogor,94100,Lewis,Sosa,147,Cheese - Mozzarella,Beverages,24,49.6197,0.1,1071.78552
40905,ZCDWJSO291OBUZPMEF7Q,2018-03-14 17:36:20.04,6,Denpasar,72019,Sonja,Chan,326,Appetizer - Mushroom Tart,Poultry,19,38.859,0.0,738.321
40906,Z6LNBT6861M3OV1PYNVB,2018-01-14 16:12:41.05,4,Depok,5207,Meredith,Banks,292,Turkey - Oven Roast Breast,Grain,2,34.5364,0.0,69.0728
40907,QHN8A0N1QTKS2Z6S97YI,2018-05-07 02:24:18.04,3,Tangerang,71965,Saul,O'Neill,284,Beer - Rickards Red,Poultry,19,93.4888,0.0,1776.2872
40908,3Z2853OXGRCFD9PYE1SI,2018-04-28 15:26:44.24,2,Bogor,50689,Betsy,Webster,175,Oil - Safflower,Confections,13,91.7675,0.2,954.382
40909,F71BMWVXPFXTWNHLZ5XZ,2018-04-25 21:16:26.62,2,Bogor,61945,Kim,Carpenter,354,Crackers Cheez It,Meat,16,6.6975,0.0,107.16
40910,A28COPGUU65ZMNS0XJ7S,2018-03-02 20:24:18.05,2,Bogor,22555,Scotty,Spence,86,Longos - Grilled Chicken With,Shell fish,6,18.3791,0.2,88.21968
40911,RBFLHM8DFVVJ255SYX6E,2018-02-04 00:13:21.94,1,Jakarta,66150,Deana,Reyes,97,Veal - Inside,Dairy,17,24.7798,0.0,421.2566
40912,U9RT9ZOK1MQ64JQTR738,2018-01-07 22:06:26.71,6,Denpasar,14489,Nikki,Calderon,50,Pork - Kidney,Meat,4,43.2864,0.1,155.83104
40914,D95CYMFZ7Q26LFYHDQH1,2018-03-28 13:15:34.12,6,Denpasar,71847,Constance,Mccarty,399,Berry Brulee,Seafood,19,50.9114,0.0,967.3166
40915,20PS7MN5ZZGOO1043LV7,2018-04-19 22:51:12.05,2,Bogor,93689,Fred,Raymond,25,Soupcontfoam16oz 116con,Snails,24,80.7666,0.0,1938.3984
40916,SUX7BH35EH4HGB9GJRZR,2018-03-06 00:23:36.96,3,Tangerang,33826,Alison,Callahan,37,"Nut - Pistachio, Shelled",Meat,9,80.3171,0.0,722.8539
40917,7QLHXDXD95MU495RLV5J,2018-01-26 00:02:09.49,4,Depok,4066,Debra,Fischer,256,Soup Knorr Chili With Beans,Seafood,2,95.7024,0.0,191.4048
40918,LIC78QROKTVGEK4BQE36,2018-03-19 00:08:43.71,4,Depok,75717,Hilary,Ewing,256,Soup Knorr Chili With Beans,Seafood,20,95.7024,0.0,1914.048
40919,4CINB13OYVU7TM799ON5,2018-05-05 09:21:55.72,6,Denpasar,95154,Courtney,Todd,438,Juice - Orange,Shell fish,25,44.9415,0.0,1123.5375
40920,PBQEQO1FUH2D8G6UKWOO,2018-03-06 05:12:42.29,6,Denpasar,38800,Robyn,Rowe,398,Wine - Wyndham Estate Bin 777,Produce,10,42.3632,0.0,423.632
40921,MX18LYW2GPF03F0R9LD1,2018-01-14 08:32:39.23,1,Jakarta,85237,Eric,Church,121,Muffin Batt - Blueberry Passion,Produce,22,6.0976,0.0,134.1472
40922,3ERTL51FPRZHO2DP54Q5,2018-03-15 02:01:45.33,5,Bandung,49949,Charlene,Schultz,305,Pastry - Cheese Baked Scones,Grain,13,91.0997,0.0,1184.2961
40923,ERMD4152BBBNRII9FZSU,2018-05-09 06:44:20.39,1,Jakarta,55958,Darius,Dawson,126,Crackers - Trio,Seafood,15,14.1914,0.0,212.871
40924,QXGJECM23GMVVPN5GG3V,2018-03-16 11:17:43.46,5,Bandung,36477,Wesley,Cole,300,"Beans - Kidney, Canned",Beverages,10,69.5694,0.0,695.694
40925,EGOTXKUFQ5XAQNT5UPPI,2018-01-12 17:53:28.69,2,Bogor,29110,Anthony,Potts,284,Beer - Rickards Red,Poultry,8,93.4888,0.0,747.9104
40926,7UORVSV4YJPZACHSPHRR,2018-03-24 12:06:24.58,4,Depok,58856,Nicolas,Dunlap,207,Coffee - Hazelnut Cream,Snails,15,14.2688,0.1,192.6288
40927,DBPL42TZMQDCB6L021RZ,2018-04-13 23:32:18.14,4,Depok,89010,Esmeralda,Gardner,115,Ocean Spray - Ruby Red,Produce,23,45.0466,0.0,1036.0718
40928,RL8BGACD48XQDUJZ6QQ2,2018-04-25 19:45:37.58,3,Tangerang,91406,Guadalupe,Hood,225,Wine - Charddonnay Errazuriz,Cereals,24,10.3722,0.0,248.9328
40929,CTBMZ5VSNF0SCLQG9OSG,2018-02-20 14:11:48.97,3,Tangerang,28837,Beth,Estrada,343,Otomegusa Dashi Konbu,Confections,8,51.2061,0.0,409.6488
40930,HHFLXC20VA1X5ESXOH4H,2018-03-27 07:37:13.25,1,Jakarta,17702,Jim,Wade,363,Cornflakes,Produce,5,48.7712,0.1,219.4704
40931,HTXY09TIW2YLIVBV11TS,2018-03-11 05:26:42.45,6,Denpasar,5804,Jennifer,Ramsey,373,Beef - Montreal Smoked Brisket,Poultry,2,54.8719,0.2,87.79504
40932,S4YV76XJL7NZ1ZOINX39,2018-04-12 13:27:21.94,2,Bogor,7010,Marlene,Byrd,114,Veal - Osso Bucco,Grain,2,79.5638,0.0,159.1276
40933,Y83BNJG1NFBOTPPZ2T2V,2018-02-07 05:28:54.01,3,Tangerang,65805,Virgil,Dorsey,148,Beer - Sleemans Cream Ale,Produce,17,28.5553,0.0,485.4401
40934,BUAMHVNDE3QJ8TVUKKNH,2018-01-27 16:40:23.58,6,Denpasar,2508,Lorena,Neal,43,Sponge Cake Mix - Chocolate,Poultry,1,16.3983,0.0,16.3983
40935,YRBA8AYIK30EJNESO5NT,2018-04-06 03:51:12.7,4,Depok,51448,Dawn,Compton,151,"Mushrooms - Black, Dried",Meat,14,93.5613,0.0,1309.8582
40936,8BL5KVT4I9FEHD2YC9LO,2018-01-19 13:02:13.54,3,Tangerang,80133,Carl,Juarez,219,Assorted Desserts,Beverages,21,58.9787,0.0,1238.5527
40937,T0P5P6H2VEZOTPFQ4NE4,2018-01-16 00:53:45.9,5,Bandung,78676,Ty,Blevins,92,"Wine - Red, Colio Cabernet",Confections,20,60.2161,0.0,1204.322
40938,1TL02ABTCW24TFBV0VPC,2018-03-31 23:34:13.57,1,Jakarta,26006,Earnest,Riddle,429,Beef - Short Loin,Dairy,7,57.6013,0.0,403.2091
40939,NVGPNNM87L6JGR744MW5,2018-03-09 00:32:58.2,5,Bandung,13758,Meghan,Manning,392,Puree - Passion Fruit,Beverages,4,98.8263,0.0,395.3052
40940,IHWJZA4V4SPSCEX5AEMO,2018-03-03 15:37:06.73,2,Bogor,63563,Kristi,Patrick,227,Cheese - Taleggio D.o.p.,Beverages,17,55.4699,0.0,942.9883
40941,5BVKDN4RV8S6T4EJ6ODI,2018-02-05 05:38:36.18,2,Bogor,14559,Dale,Grant,419,Pork - Belly Fresh,Cereals,4,86.1338,0.0,344.5352
40942,2THR3C9ZU79HMD51ZLM0,2018-02-26 23:28:25.56,6,Denpasar,81136,Tami,Mueller,77,Potatoes - Idaho 100 Count,Poultry,21,11.4971,0.0,241.4391
40943,9KWLIAJL3Q8682IESABU,2018-01-17 13:18:21.82,6,Denpasar,38867,Ray,Arnold,240,Wine - Chablis 2003 Champs,Dairy,10,70.8596,0.0,708.596
40944,00IP7Q8H62RH8T9L6L2Q,2018-03-12 05:42:40.82,2,Bogor,4050,Harold,Rowe,338,Cheese - Camembert,Produce,2,28.9899,0.0,57.9798
40945,QH1ADBNN6BB5C8JDVBJA,2018-04-19 22:26:43.17,4,Depok,3398,Tricia,Mcfarland,14,Beef - Top Sirloin,Meat,1,3.3324,0.0,3.3324
40946,XNHO099SMO84E9IHETFK,2018-02-16 09:57:18.3,1,Jakarta,44330,Trent,Vazquez,225,Wine - Charddonnay Errazuriz,Cereals,12,10.3722,0.0,124.4664
40947,0RGBWKP8AAIF9TTJMD2E,2018-01-09 00:11:15.22,5,Bandung,79233,Oscar,Alvarado,146,Bananas,Meat,21,75.2486,0.0,1580.2206
40948,KM21XZ0VHH4P9XV1C3OJ,2018-03-06 12:07:46.7,6,Denpasar,31184,Neal,Schultz,172,Sherry - Dry,Beverages,8,16.0013,0.0,128.0104
40949,CEQP5GPYSGC60F4DAZLO,2018-04-22 06:36:34.06,1,Jakarta,52492,Susana,Estrada,4,"Sauce - Gravy, Au Jus, Mix",Poultry,14,54.3055,0.0,760.277
40950,TSDP0WYH99DU978BCRIB,2018-04-30 11:13:41.03,5,Bandung,32986,Maggie,Burch,369,Rambutan,Beverages,9,87.1785,0.0,784.6065
40951,O1RJ8HQN243V7JLDZ5JR,2018-01-27 15:29:02.73,6,Denpasar,17798,Cassie,Bond,451,Soup - Campbells Tomato Ravioli,Confections,5,93.5384,0.0,467.692
40952,I6ZCQ7W2Y72DG4RL6RF7,2018-02-11 05:43:22.69,2,Bogor,72770,Terrence,Logan,12,Ezy Change Mophandle,Dairy,19,49.3356,0.0,937.3764
40953,75AZ1OMYCMZKG5VS7H9U,2018-05-08 08:29:27.93,6,Denpasar,80233,Danielle,Cochran,182,Campari,Poultry,21,25.586,0.0,537.306
40954,4W0IRETRTE4JMB0OCPJ9,2018-04-23 21:49:23.91,6,Denpasar,23435,Nancy,Mahoney,320,Yogurt - French Vanilla,Poultry,6,73.4396,0.0,440.6376
40955,LL3SZYWSZ96C838AHA9S,2018-02-11 01:19:01.22,4,Depok,35231,Shelly,Branch,420,Whmis - Spray Bottle Trigger,Poultry,9,69.9163,0.0,629.2467
40956,I8V0TUU4USPKHIBXPRGX,2018-03-20 04:44:15.72,4,Depok,63614,Ty,Barry,276,Snapple - Iced Tea Peach,Beverages,17,49.2508,0.1,753.53724
40957,U4X7D8SEVF9HW3D7R642,2018-02-02 16:28:04.19,4,Depok,37788,Samuel,Cantu,420,Whmis - Spray Bottle Trigger,Poultry,10,69.9163,0.2,559.3304
40958,4HGSRKWCRITV8O4XTGM1,2018-05-07 14:55:22.14,2,Bogor,28262,Tanisha,Rodgers,141,Tea - Herbal Sweet Dreams,Confections,8,10.964,0.0,87.712
40959,YDG3LFYPXLCVAPMHELNV,2018-04-06 08:30:30.22,5,Bandung,64990,Trent,Bradford,316,Cheese - Victor Et Berthold,Produce,17,65.9395,0.0,1120.9715
40960,4WGLOF9AYPH0Y640P65Y,2018-01-01 03:13:41.63,2,Bogor,13164,Joni,Fitzgerald,120,Water - Spring Water 500ml,Shell fish,4,2.7314,0.0,10.9256
40961,TWG0XYHGEUY5OUGZHW0P,2018-04-09 18:04:01.9,6,Denpasar,14957,Stacie,Ochoa,177,"Coconut - Shredded, Sweet",Cereals,4,69.1677,0.1,249.00372
40962,YWUUCJIGPFHXFA0ZLQHR,2018-01-28 20:27:03.47,6,Denpasar,79318,Dena,Morrison,60,"Pepper - Paprika, Hungarian",Shell fish,21,31.6949,0.0,665.5929
40963,JVJV9CN079597U0M6LEZ,2018-03-17 12:12:29.06,4,Depok,21853,Lawrence,Long,284,Beer - Rickards Red,Poultry,6,93.4888,0.0,560.9328
40964,PEG89JG0W6IXMF1BY27U,2018-02-02 07:49:30.99,5,Bandung,44244,Tania,Kaiser,443,Lettuce - Spring Mix,Shell fish,12,90.0169,0.0,1080.2028
40965,I6CO7FZDF42RTUG2N0S7,2018-02-15 15:49:44.16,1,Jakarta,16751,Trent,Mathis,166,Tray - 16in Rnd Blk,Beverages,5,23.2843,0.1,104.77935
40966,B3MBKFZB7J65J684J14G,2018-03-30 06:56:56.12,3,Tangerang,59140,Erik,Floyd,436,Table Cloth 81x81 White,Meat,15,67.9063,0.0,1018.5945
40967,G1G6SKK8B1FMF62PDNZ0,2018-05-06 18:44:27.93,6,Denpasar,47444,Marcos,Dickerson,355,Olives - Stuffed,Beverages,13,59.1687,0.0,769.1931
40968,7LVMAN7Y3ZNRDU165SVE,2018-04-20 05:26:03.14,3,Tangerang,48488,Loretta,Wagner,367,Bread - Italian Corn Meal Poly,Beverages,13,63.8281,0.2,663.81224
40969,WHRJ3Z5E6E4GK9GKJIWD,2018-05-01 09:24:21.43,6,Denpasar,20400,Kristy,Reeves,249,Cookie Dough - Double,Snails,6,76.6201,0.0,459.7206
40970,72RV2C1J7U3LZB3436N1,2018-04-01 09:48:58.5,6,Denpasar,13556,Sheryl,Rhodes,258,Tea - English Breakfast,Confections,4,31.0939,0.0,124.3756
40971,XKIBTKLLL9Z1SOEZN1N4,2018-02-18 23:29:51.05,5,Bandung,53910,Earl,Lowe,398,Wine - Wyndham Estate Bin 777,Produce,14,42.3632,0.0,593.0848
40972,YJ1UKXCGGC8BQAH9J8RF,2018-03-06 00:27:55.92,6,Denpasar,76820,Carey,Knapp,280,Onion Powder,Beverages,20,61.8352,0.0,1236.704
40973,MK4K7MO5F40XNY1HG8N8,2018-01-10 23:35:45.51,2,Bogor,61960,Ross,Osborne,317,Water - Green Tea Refresher,Cereals,16,35.2723,0.0,564.3568
40974,4XQP1EXQ4SVOXCYWADBN,2018-03-04 17:44:48.99,2,Bogor,31591,Brett,Hernandez,212,Curry Paste - Madras,Shell fish,8,61.746,0.2,395.1744
40975,187E3BGR3046SHNDU58R,2018-01-29 23:34:06.11,2,Bogor,24241,Karin,Contreras,431,Muffin Chocolate Individual Wrap,Snails,7,19.9957,0.0,139.9699
40976,BB58QM3L5VCKT3PJBY2H,2018-03-27 09:04:13.67,6,Denpasar,4101,Alyssa,Crosby,45,Beef - Ground Medium,Dairy,2,79.5324,0.0,159.0648
40977,0SRH4UBIG72WWPW25CPD,2018-02-26 12:43:23.51,1,Jakarta,11082,Latisha,Acevedo,66,Pie Filling - Cherry,Meat,3,9.8823,0.0,29.6469
40978,X4SMYEXUI76AGAIEQLSR,2018-02-28 01:01:39.56,5,Bandung,51909,Ian,Hunt,241,Cheese - Cheddarsliced,Poultry,14,67.8151,0.0,949.4114
40979,PO9OXDSG6LC4R3NYV6GD,2018-04-05 12:51:00.29,3,Tangerang,33080,Sheri,Simon,287,Bread - Italian Roll With Herbs,Meat,9,57.709,0.0,519.381
40980,YZWMFFDOERXL48GIX104,2018-04-05 07:56:10.4,1,Jakarta,83539,Constance,Donaldson,59,Pastry - Butterscotch Baked,Snails,22,73.5389,0.0,1617.8558
40981,CLT6P7UFVFBEDROD1IYF,2018-03-16 11:55:09.36,3,Tangerang,78382,Mario,Chambers,61,Sardines,Grain,20,62.546,0.0,1250.92
40982,RUFINV6FX5F8AME2GQ8I,2018-02-08 11:24:31.44,6,Denpasar,57826,Mike,Wright,396,Tea - Jasmin Green,Seafood,15,36.9165,0.0,553.7475
40983,JCL6QGS5VI2PLKREN1CO,2018-01-04 13:09:03.51,2,Bogor,38915,Reginald,Fletcher,221,Bread Crumbs - Panko,Cereals,10,81.9008,0.0,819.008
40984,X9W534AALSQWI7HTCWEE,2018-03-02 02:58:07.94,6,Denpasar,94610,Bridget,Ortega,426,Scallops - Live In Shell,Cereals,24,83.5759,0.0,2005.8216
40985,2MDJO1MOTOVU9M2P1NBI,2018-02-28 16:08:10.51,2,Bogor,98664,Levi,Andrews,365,"Wine - Red, Harrow Estates, Cab",Meat,25,12.6274,0.0,315.685
40986,AQBT2CAKB4X9PVNIME3N,2018-01-28 23:43:19.75,6,Denpasar,31794,Alana,Miranda,361,Coffee Decaf Colombian,Shell fish,9,36.4516,0.0,328.0644
40987,S3U19LE4A92WERV1PLOC,2018-04-14 04:57:54.01,4,Depok,25536,Malcolm,Washington,384,Fond - Neutral,Snails,7,56.5197,0.1,356.07411
40988,IJYLJRF7F98U9HMHSTRV,2018-02-23 07:39:30.1,4,Depok,42370,Kara,Ward,280,Onion Powder,Beverages,11,61.8352,0.0,680.1872
40989,0VVDB3RGWSEBIAJWGPUZ,2018-04-25 15:21:22.37,3,Tangerang,66037,Abigail,Cooper,75,Chef Hat 20cm,Grain,17,4.18,0.0,71.06
40990,V0U1599KXSXHNHO278NN,2018-01-17 23:06:56.97,2,Bogor,86593,Darcy,Larson,328,Tuna - Salad Premix,Seafood,22,96.8781,0.0,2131.3182
40991,IGTIQ72LB3XVJ5U1C5TI,2018-04-25 20:34:09.36,6,Denpasar,42345,Kate,O'Neill,251,"Oranges - Navel, 72",Beverages,11,11.7087,0.0,128.7957
40992,YZHUUSVT8H6B6CJ0IE26,2018-01-18 09:58:23.76,1,Jakarta,50415,Melvin,Schroeder,403,Liners - Baking Cups,Beverages,13,68.1898,0.0,886.4674
40993,LO0L4CU1V2U5TJHCOWF7,2018-05-04 15:03:43.36,4,Depok,59775,Gary,Yu,114,Veal - Osso Bucco,Grain,16,79.5638,0.0,1273.0208
40994,3MQJCSA0TQRCYDAH9QF0,2018-03-08 21:19:16.57,2,Bogor,595,Tyrone,Downs,273,Bandage - Flexible Neon,Dairy,1,77.5913,0.2,62.07304
40995,DEC6CT2NUIMY6I291RKJ,2018-04-02 21:33:04.83,2,Bogor,48607,Carlton,Newton,50,Pork - Kidney,Meat,13,43.2864,0.1,506.45088
40996,2B3TV66VF5Z6ZQ7EDZZ7,2018-01-08 09:11:32.7,2,Bogor,34001,Elena,Hooper,360,Wine - Hardys Bankside Shiraz,Snails,9,52.2407,0.0,470.1663
40997,Z84DRV887ZVHRA28DHMW,2018-04-21 11:15:56.5,5,Bandung,59284,Samantha,Myers,245,Grouper - Fresh,Confections,16,37.6791,0.2,482.29248
40998,ECMR6SVUORLBN23YF4BX,2018-04-24 05:28:50.83,5,Bandung,93383,Tim,Gibbs,249,Cookie Dough - Double,Snails,24,76.6201,0.1,1654.99416
40999,864P8F460ICBKKVHLK3C,2018-01-25 13:52:56.66,2,Bogor,86058,Jared,Blackburn,173,Rosemary - Dry,Grain,22,44.544,0.0,979.968
41000,I79548ZAXDBY566H2YCQ,2018-01-21 15:29:47.05,5,Bandung,43017,Heath,Montoya,30,"Cheese - Brie, Triple Creme",Seafood,11,67.899,0.0,746.889
41001,O9902I7GTJ8K9PYVK474,2018-02-19 15:12:50.37,1,Jakarta,95646,Abigail,Hull,323,Extract - Lemon,Snails,25,54.3266,0.0,1358.165
41002,250CFDPZJMQMPUY041PS,2018-01-28 18:45:12.09,5,Bandung,30746,Jennie,Mahoney,232,Quiche Assorted,Cereals,8,33.949,0.2,217.2736
41003,3T3DVH7MIT5LSL48NM4H,2018-03-15 02:43:25.28,3,Tangerang,10785,Kristen,Stephens,376,Pasta - Angel Hair,Produce,3,40.8126,0.1,110.19402
41004,AWIYJV0UF2HC2YBXZJWH,2018-01-21 20:47:35.55,3,Tangerang,38937,Steve,Arellano,198,Lime Cordial - Roses,Confections,10,35.2187,0.1,316.9683
41005,1TK0X8TSGFLACTWLECM6,2018-03-12 11:43:49.98,6,Denpasar,77836,Blanca,Tyler,424,Vinegar - Tarragon,Cereals,20,85.8828,0.0,1717.656
41006,2QO9QNSAO280483XYMM6,2018-04-02 15:01:06.81,3,Tangerang,39738,Wayne,Travis,171,Gloves - Goldtouch Disposable,Beverages,11,21.6794,0.0,238.4734
41007,YNW2Q4ECK7ABKY2WR7L1,2018-02-01 06:07:37.18,3,Tangerang,10810,Sean,Knapp,148,Beer - Sleemans Cream Ale,Produce,3,28.5553,0.0,85.6659
41008,RCDA8KSNGPZZP32R6ZID,2018-03-06 14:44:38.94,1,Jakarta,48642,Miranda,Mejia,423,"Fish - Scallops, Cold Smoked",Shell fish,13,55.8531,0.0,726.0903
41009,4UXOJ9106F15L7BJSIKM,2018-03-25 22:15:17.8,4,Depok,97953,Blake,Lucas,341,"Bread - Roll, Canadian Dinner",Confections,25,90.2641,0.0,2256.6025
41010,3IBBUV04K73NINHFLOAR,2018-03-26 16:14:47.55,6,Denpasar,31130,Jeanine,Meyers,376,Pasta - Angel Hair,Produce,8,40.8126,0.0,326.5008
41011,99YT4WR8EHYRA1CMDPE1,2018-01-22 16:00:52.21,6,Denpasar,52532,Glenda,Norton,211,Wine - Prosecco Valdobiaddene,Poultry,14,2.0587,0.0,28.8218
41012,M8XI2JT36T9U1T8CHPY8,2018-04-14 15:26:24.63,4,Depok,84639,Priscilla,Boyle,180,Chocolate - Dark,Cereals,22,30.8932,0.0,679.6504
41013,5P4V8M5T7ZWQRN10B2CX,2018-02-02 02:04:21.85,4,Depok,93941,Kendall,Nguyen,306,"Pepper - White, Ground",Dairy,24,43.5953,0.0,1046.2872
41014,8NPX8739VZFSYGITMTXO,2018-01-02 00:34:19.82,1,Jakarta,80210,Darcy,Mcintosh,257,"Pasta - Detalini, White, Fresh",Produce,21,84.438,0.0,1773.198
41015,YUC4967C6NMBSX1FYZE2,2018-02-24 15:18:32.27,2,Bogor,33541,Austin,Williams,59,Pastry - Butterscotch Baked,Snails,9,73.5389,0.0,661.8501
41016,CZGYS6I7O9F9T9TCTZ1W,2018-03-02 06:39:30.46,5,Bandung,55890,Jonathan,Daniel,234,Tofu - Firm,Confections,15,72.7457,0.0,1091.1855
41017,PCTG6JHDOTIMRMVV5GZO,2018-01-25 07:17:59.96,4,Depok,40403,Shaun,Sparks,291,"Crab - Dungeness, Whole",Shell fish,11,1.2559,0.0,13.8149
41018,HD61YN8350D5LMNNHMN1,2018-01-16 09:14:21.11,4,Depok,26003,Margaret,Goodwin,311,Wonton Wrappers,Poultry,7,40.206,0.0,281.442
41019,0FWN2MXGNJ17S8YMF7V8,2018-04-13 15:41:20.48,1,Jakarta,44339,Lester,Gordon,79,"Pasta - Penne, Rigate, Dry",Produce,12,9.5045,0.0,114.054
41020,IT4G5088OTCNAHYAEW1A,2018-01-18 16:06:24.4,1,Jakarta,83717,Deana,Mcclain,257,"Pasta - Detalini, White, Fresh",Produce,22,84.438,0.0,1857.636
41021,IHCYSEO12ERSKHMS7XMP,2018-04-25 01:59:02.11,2,Bogor,33605,Rusty,Osborn,52,"Turnip - White, Organic",Confections,9,55.6059,0.0,500.4531
